  Nr    Dags.    Timi      Breidd     Lengd   Dypi   M     ML
 397 20140816 162748.851 64.60299 -17.31052  9.458  1.84  1.35
 398 20140816 163833.321 64.65598 -17.25289  8.905  1.59  1.43
 399 20140816 164013.714 64.65207 -17.24927  9.777  1.54  1.63
 400 20140816 164845.805 64.60210 -17.30941 11.255 -9.99  1.60
 401 20140816 165741.032 64.68848 -17.30968  8.583  1.25  1.08
 402 20140816 165905.268 64.59877 -17.30139 10.258  1.83  1.52
 403 20140816 171601.639 64.76402 -17.36589  6.651  2.03  1.84
 404 20140816 192327.047 64.71080 -17.30303  2.045  2.55  2.82
 405 20140816 194624.423 64.50514 -17.60002  3.892  2.39  2.59
 406 20140816 194759.376 64.60741 -17.21255  9.625  1.95  1.71
 407 20140816 194845.085 64.62153 -17.21896 11.222  1.67  1.37
 408 20140816 194936.450 64.62230 -17.19731 10.392  1.75  1.46
 409 20140816 201412.295 64.75955 -17.28632  5.066  2.71  2.46
 410 20140816 201448.998 64.75938 -17.29589  6.230  2.36  2.32
 411 20140816 201717.673 64.74811 -17.27722  4.562  2.18  1.98
 412 20140816 201857.112 64.62147 -17.24348 13.434  2.00  1.42
 413 20140816 201913.688 64.61471 -17.20830 10.717  2.25  1.51
 414 20140816 202334.026 64.61370 -17.25687 12.963  1.78  1.13
 415 20140816 202534.345 64.61961 -17.24072 11.812  2.24  1.71
 416 20140816 202733.704 64.61263 -17.19653  2.995  1.84  1.33
 417 20140816 202859.110 64.61411 -17.20743 11.648  2.05  1.49
 418 20140816 203042.808 64.60822 -17.20090 11.205  2.10  1.51
 419 20140816 203229.184 64.60041 -17.24499 13.928  1.67  1.31
 420 20140816 203248.693 64.61288 -17.20176 12.089  1.90  1.57
 421 20140816 203437.329 64.61362 -17.21898 11.488  1.79  1.44
 422 20140816 203634.416 64.61517 -17.20375 12.086  1.76  1.39
 423 20140816 203731.881 64.62693 -17.25678 16.884  1.97  1.44
 424 20140816 204733.275 64.58958 -17.21997  1.348  2.14  2.09
 425 20140816 204842.960 64.49807 -17.68766 10.101  1.89  1.88
 426 20140816 204939.657 64.76808 -17.30691  6.935  2.23  1.73
 427 20140816 205244.374 64.60826 -17.25154 12.580  2.22  1.57
 428 20140816 205844.408 64.61945 -17.24107 12.966  2.15  1.51
 429 20140816 210650.595 64.60712 -17.22443  9.022  1.94  1.56
 430 20140816 211014.586 64.49724 -17.70382  7.178  2.31  1.75
 431 20140816 211225.438 64.62453 -17.25383 12.611  2.07  1.73
 432 20140817 000351.121 64.60689 -17.24130 13.874  1.43  0.99
 433 20140817 000444.061 64.60378 -17.20489 12.269  1.37  1.05
 434 20140817 000636.116 64.61819 -17.17265  7.035  1.56  1.23
 435 20140817 000809.847 64.61681 -17.22440  4.965  1.66  1.12
 436 20140817 000857.728 64.77735 -17.28487  7.311  1.38  0.94
 437 20140817 000935.287 64.62547 -17.18956  5.110  1.69  1.31
 438 20140817 001022.809 64.61501 -17.17515  7.190  1.68  1.64
 439 20140817 001208.911 64.62164 -17.17888  9.501  1.87  1.66
 440 20140817 001301.040 64.77675 -17.23257  8.450  1.58  1.36
 441 20140817 001345.038 64.76237 -17.19226  8.931  1.77  1.47
 442 20140817 001525.935 64.64977 -17.14833 10.462  2.14  1.50
 443 20140817 001613.183 64.61212 -17.17214  9.750  1.49  1.33
 444 20140817 001655.462 64.60503 -17.19742  9.994  1.69  1.38
 445 20140817 001740.793 64.75780 -17.28166  5.491  2.47  2.36
 446 20140817 001948.091 64.59931 -17.22603  8.770  1.34  0.92
 447 20140817 002151.774 64.61128 -17.21802 13.258  1.32  1.07
 448 20140817 002343.898 64.62265 -17.21469 14.581  1.80  1.44
 449 20140817 002513.526 64.62101 -17.18327 11.018  1.33  1.02
 450 20140817 002606.585 64.78135 -17.14830  7.778  2.41  2.14
 451 20140817 002626.271 64.61600 -17.21417  9.289  1.76  1.31
 452 20140817 002653.773 64.62073 -17.21904 12.369  1.89  1.61
 453 20140817 002721.114 64.61986 -17.18017  8.538  1.86  1.57
 454 20140817 002909.981 64.70588 -17.30680  4.020  1.43  1.04
 455 20140817 002956.831 64.78619 -16.61840  7.430  1.07  0.36
 456 20140817 003211.114 64.76035 -17.29757  6.704  1.46  1.00
 457 20140817 003235.096 64.62014 -17.21711 11.361  1.52  1.30
 458 20140817 003331.764 64.62148 -17.18550  9.821  1.74  1.49
 459 20140817 003411.287 64.62227 -17.22567 11.858  1.80  1.27
 460 20140817 003540.610 64.61285 -17.22554 10.384  2.13  1.77
 461 20140817 003717.183 64.61668 -17.18845 14.271  1.47  1.32
 462 20140817 003922.013 64.61481 -17.22291  9.790  2.18  1.76
 463 20140817 003930.342 64.62267 -17.21812 11.649  2.37  1.93
 464 20140817 004418.098 65.17558 -16.34320  8.149  1.15  1.46
 465 20140817 004732.801 64.63880 -17.13369 10.287  1.77  1.42
 466 20140817 004907.655 64.62552 -17.13869 10.847  2.09  1.58
 467 20140817 005108.270 64.60002 -17.15508  2.684  1.83  1.62
 468 20140817 005445.536 64.62189 -17.16321 13.185  1.69  1.44
 469 20140817 005523.077 64.67052 -17.15129 13.225  1.80  1.41
 470 20140817 005640.708 64.63530 -17.12129  6.987  1.75  1.37
 471 20140817 005802.956 64.64237 -17.13825  5.108  1.73  1.37
 472 20140817 010844.769 64.63161 -17.12745  9.985  2.15  1.69
 473 20140817 013931.162 64.64116 -17.11310  8.923  1.46  1.32
 474 20140817 014016.100 64.77827 -17.13918  8.078  2.30  2.56
 475 20140817 014057.537 64.79345 -17.13676  6.718  1.64  1.29
 476 20140817 014121.572 64.64931 -17.12859 11.651  1.79  1.49
 477 20140817 014619.820 64.77711 -17.14818  8.839  1.58  1.49
 478 20140817 015609.759 64.64300 -17.12695 13.885  1.92  1.50
 479 20140817 015650.760 64.64181 -17.11908 11.280  2.28  1.99
 480 20140817 015805.982 64.62518 -17.18515  3.035  1.87  1.67
 481 20140817 015857.761 64.65077 -17.12714  9.748  2.53  2.02
 482 20140817 015926.449 64.62758 -17.14208 13.175  1.81  1.51
 483 20140817 020108.901 64.63911 -17.11688  9.095  2.43  1.86
 484 20140817 020205.900 64.62941 -17.16611 11.356  2.38  1.92
 485 20140817 020227.920 64.65029 -17.13562 12.773  1.91  1.66
 486 20140817 020838.149 64.64263 -17.11991 11.009  2.18  1.72
 487 20140817 024223.475 64.76656 -17.22695  6.798  2.26  1.99
 488 20140817 024414.513 64.64754 -17.13887 11.785  1.65  1.28
 489 20140817 024628.786 64.79930 -17.19319  7.699  2.16  2.06
 490 20140817 024855.610 64.79571 -17.15042  8.799  2.44  2.17
 491 20140817 025202.019 64.78757 -17.13333  5.042  3.29  3.54
 492 20140817 030240.921 64.65062 -17.11084 11.270  2.05  1.59
 493 20140817 030720.334 64.64168 -17.08858  8.608  1.88  1.49
 494 20140817 030848.509 64.64474 -17.10113 12.223  1.98  1.83
 495 20140817 031126.356 64.64895 -17.10270 10.781  1.99  1.52
 496 20140817 031126.361 64.64847 -17.10301 10.011  1.90  1.52
 497 20140817 031216.859 64.64935 -17.10171 12.593  1.28  1.08
 498 20140817 031340.213 64.77567 -17.15459  9.318  1.63  1.57
 499 20140817 031340.244 64.77810 -17.15331  9.047  1.76  1.54
 500 20140817 031544.442 63.65283 -19.33209  0.044  1.44  1.81
 501 20140817 032306.794 64.62221 -17.18635 12.914  1.87  1.59
 502 20140817 032355.526 64.77705 -17.17108  8.174  2.37  2.27
 503 20140817 032355.535 64.77707 -17.17234  7.998  2.33  2.17
 504 20140817 032724.823 64.64637 -17.10751 12.686  1.95  1.23
 505 20140817 032821.503 64.64745 -17.12526 11.176  1.75  1.41
 506 20140817 032924.731 64.78825 -17.14808  9.025  2.01  1.99
 507 20140817 032924.746 64.78783 -17.15097  9.232  2.06  1.99
 508 20140817 033039.179 64.65913 -17.44128 15.865  2.25  1.39
 509 20140817 033422.444 64.78683 -17.20474  6.965  2.11  1.80
 510 20140817 033533.127 64.65607 -17.10252 12.109  1.66  1.38
 511 20140817 033710.191 64.64929 -17.40548  2.629  2.23  1.41
 512 20140817 035205.421 64.63001 -17.16155 10.368  1.83  1.71
 513 20140817 040030.483 64.78796 -17.18275  8.083  2.20  1.83
 514 20140817 041028.132 64.62878 -17.32109  4.210  2.12  1.43
 515 20140817 041059.471 64.65659 -17.09239 11.210  1.47  1.17
 516 20140817 041520.724 64.76472 -17.29790  5.935  1.80  1.32
 517 20140817 041814.046 64.78533 -17.15589  9.254  2.49  1.90
 518 20140817 042023.599 64.62652 -17.19137  8.159  2.04  1.67
 519 20140817 043242.640 64.65009 -17.10348 12.529  1.66  1.30
 520 20140817 043319.742 64.65281 -17.09849  9.636  1.74  1.40
 521 20140817 043415.068 64.65260 -17.08541  7.125  1.69  1.23
 522 20140817 043531.006 64.62062 -17.19662 11.760  1.89  1.51
 523 20140817 043531.019 64.62267 -17.20174 12.563  1.90  1.53
 524 20140817 043614.481 64.78908 -17.14537  8.349  2.31  2.15
 525 20140817 043614.509 64.79091 -17.14525  7.836  2.17  2.08
 526 20140817 043706.442 64.78703 -17.14527  8.709  2.03  1.80
 527 20140817 043738.623 64.64673 -17.11265 11.554  1.84  1.25
 528 20140817 043928.321 64.78506 -17.16294  6.601  1.55  1.29
 529 20140817 044138.703 64.77948 -17.20318  8.033  2.45  2.17
 530 20140817 044138.729 64.77923 -17.20032  7.628  2.46  2.08
 531 20140817 044721.684 64.64684 -17.07408  9.152  1.73  1.56
 532 20140817 044721.689 64.64723 -17.07299  9.340  1.71  1.56
 533 20140817 045006.852 64.76515 -17.29067  7.406  2.49  2.41
 534 20140817 045006.869 64.76330 -17.28689  7.099  3.02  2.49
 535 20140817 045036.909 64.65904 -17.08250  9.400  1.92  1.59
 536 20140817 045125.880 64.78036 -17.29787  6.849  1.99  1.07
 537 20140817 045933.179 64.65232 -17.08142 11.262  2.13  1.91
 538 20140817 050201.109 64.65739 -17.07912 11.255  1.90  1.68
 539 20140817 050420.723 64.64597 -17.07397  8.647  1.94  1.78
 540 20140817 050541.371 64.65495 -17.08168  9.675  1.89  1.55
 541 20140817 051358.811 64.62717 -17.16854  9.671  2.03  1.74
 542 20140817 051943.755 64.75143 -17.31128  6.524  2.07  1.42
 543 20140817 052101.861 64.65187 -17.10017  8.370  2.28  1.70
 544 20140817 052746.529 63.95890 -19.99855  8.465  0.81  0.49
 545 20140817 053602.935 64.78861 -17.14848  8.612  1.72  1.86
 546 20140817 054303.855 64.76186 -17.27658  5.523  2.84  2.64
 547 20140817 054459.932 64.67382 -17.07211  4.279  1.71  1.26
 548 20140817 054734.598 64.63949 -17.12648 11.755  2.24  1.65
 549 20140817 055343.918 64.64629 -17.10385 11.440  1.73  1.49
 550 20140817 055559.656 64.64420 -17.09863  6.647  2.11  1.87
 551 20140817 060412.144 64.77718 -17.19801  8.353  2.12  2.19
 552 20140817 061134.433 64.77522 -17.19723  8.438  2.00  1.76
 553 20140817 062108.812 64.76263 -17.25364  1.216  3.55  3.30
 554 20140817 063502.362 64.61653 -17.22500 12.449  1.99  1.79
 555 20140817 064217.960 64.64742 -17.09438 11.521  1.99  1.93
 556 20140817 064348.971 64.60806 -16.85623 11.931  1.93  1.91
 557 20140817 064451.127 64.62876 -17.16063 10.771  2.42  1.94
 558 20140817 064530.706 64.77402 -17.20834  7.968  2.03  1.57
 559 20140817 064637.864 64.65240 -17.18629  5.852  1.36  1.13
 560 20140817 065010.934 64.64035 -17.13259  6.453  1.83  1.46
 561 20140817 065601.545 64.64285 -17.10795  9.662  1.76  1.24
 562 20140817 070209.701 64.75815 -17.26626  7.842  2.13  1.81
 563 20140817 070257.246 64.64622 -17.13606 11.252  1.65  1.30
 564 20140817 070522.294 64.65899 -17.10123 12.029  1.75  1.85
 565 20140817 072801.012 64.64178 -17.09521 10.709  1.46  1.27
 566 20140817 074501.238 64.77824 -17.15951  8.077  1.63  1.54
 567 20140817 074957.416 64.78598 -17.14053  9.451  2.17  2.17
 568 20140817 080708.773 64.63437 -17.12046 10.114  1.92  1.60
 569 20140817 080950.347 64.64314 -16.70373  2.711  2.87  2.82
 570 20140817 082419.590 64.63998 -17.10353  6.032  1.79  1.67
 571 20140817 083039.845 64.62766 -17.14597  9.810  2.04  1.78
 572 20140817 084052.612 64.64678 -16.72139  9.473  3.27  2.58
 573 20140817 085525.314 64.60882 -17.19153 11.079  1.67  1.17
 574 20140817 085554.734 64.63489 -17.11970  9.097  1.83  1.56
 575 20140817 085936.866 64.62523 -17.17479 10.500  1.76  1.72
 576 20140817 090057.092 64.61989 -17.16396 12.246  1.90  1.58
 577 20140817 090706.262 64.62894 -17.15210  7.417  2.12  1.65
 578 20140817 090810.190 64.62531 -17.18954 11.527  1.78  1.39
 579 20140817 090936.867 64.64178 -17.10495 11.722  1.93  1.64
 580 20140817 091018.269 64.62848 -17.16024 10.144  1.14  1.05
 581 20140817 091416.737 64.61628 -17.15594  7.339  1.77  1.64
 582 20140817 091512.040 64.62963 -17.18149 11.206  1.50  1.06
 583 20140817 091612.614 64.63071 -17.15784  9.163  1.37  0.97
 584 20140817 091627.698 64.65511 -17.08205 12.195  1.38  1.07
 585 20140817 092034.353 64.64738 -17.08861 11.419  2.07  1.64
 586 20140817 092527.844 64.62583 -17.18093 12.421  1.64  1.43
 587 20140817 092634.389 64.62919 -17.19818 12.384  1.44  1.26
 588 20140817 092743.260 64.62936 -17.13971  9.365  2.54  1.93
 589 20140817 092838.341 64.62452 -17.18788  9.512  1.75  1.54
 590 20140817 093200.069 64.63353 -17.11975  4.574  2.19  1.73
 591 20140817 093741.656 64.77033 -17.22976  7.126  1.77  1.46
 592 20140817 094459.200 64.77635 -17.15878  7.972  2.43  2.37
 593 20140817 095455.417 64.76955 -17.29843  7.188  2.03  1.57
 594 20140817 095544.215 64.62853 -16.73074  8.690  2.25  1.84
 595 20140817 095759.975 64.63506 -17.12913  9.962  1.53  1.29
 596 20140817 095848.376 64.64386 -17.09779 12.060  1.71  1.35
 597 20140817 100146.794 64.61426 -17.17609  7.332  1.75  1.47
 598 20140817 100649.256 64.64432 -17.11408 11.489  1.61  1.32
 599 20140817 101041.866 64.62910 -17.16323  9.212  2.25  2.07
 600 20140817 101116.390 64.62876 -17.14431  9.107  2.36  1.90
 601 20140817 101833.749 64.60294 -17.20737 10.442  1.45  1.19
 602 20140817 102517.534 64.61404 -17.18206  7.009  1.76  1.36
 603 20140817 103253.491 64.62609 -17.17423 10.217  1.51  1.26
 604 20140817 105006.106 64.62262 -17.18183  9.959  1.79  1.58
 605 20140817 105006.107 64.62018 -17.18121 11.070  1.85  1.52
 606 20140817 105104.803 64.50599 -17.78706  7.043  1.98  1.72
 607 20140817 105104.861 64.50629 -17.80162  9.440  1.76  1.64
 608 20140817 105641.568 64.62290 -17.18617  9.767  1.68  1.46
 609 20140817 111122.882 64.61961 -17.17665  9.543  1.77  1.67
 610 20140817 111209.939 64.63007 -17.21206 14.887  1.78  1.49
 611 20140817 111720.911 64.66579 -17.21856 16.224  1.52  1.25
 612 20140817 111747.454 64.65263 -17.08563  9.363 -9.99  1.29
 613 20140817 112153.203 64.78503 -17.16613  9.146  1.69  1.49
 614 20140817 112741.047 64.64687 -17.11352 12.289  1.69  1.46
 615 20140817 113005.858 64.64867 -17.08821 10.337  2.07  1.61
 616 20140817 113230.297 64.65573 -17.08791 11.163  1.48  1.21
 617 20140817 113345.655 64.64500 -17.10990 10.389  1.53  1.16
 618 20140817 114557.315 64.76369 -17.27070  7.699  2.16  1.84
 619 20140817 114856.866 64.63731 -17.10624 11.217  1.56  1.33
 620 20140817 115017.725 64.62575 -17.05294  1.144  1.35  1.21
 621 20140817 120059.933 64.64813 -17.08688 12.861  1.67  1.24
 622 20140817 121045.188 64.64793 -17.07847 11.118  1.85  1.42
 623 20140817 121552.729 64.64809 -17.09712 11.622  1.62  1.31
 624 20140817 123320.278 64.76671 -17.18492  8.185  2.04  1.92
 625 20140817 125004.336 64.76310 -17.19375  7.686  1.50  0.92
 626 20140817 125019.081 64.62691 -17.13276 12.725  1.36  1.08
 627 20140817 125432.908 64.78594 -17.20136  7.031  1.68  1.50
 628 20140817 125710.802 64.66138 -17.07057  9.974  1.39  1.18
 629 20140817 130141.620 64.65290 -17.02595  9.403  1.51  1.26
 630 20140817 130423.892 64.62025 -17.18115 11.735  2.14  1.70
 631 20140817 131926.556 64.63831 -17.09440  8.417  1.56  1.35
 632 20140817 132031.212 64.63344 -16.87346  6.635  2.48  1.61
 633 20140817 132136.926 64.65403 -17.06978  9.645  2.75  2.51
 634 20140817 132511.314 64.65846 -17.07511  5.475  2.34  1.84
 635 20140817 132551.607 64.65237 -17.07134 11.913  1.79  1.62
 636 20140817 132619.118 64.65202 -17.06743  8.321  2.57  2.07
 637 20140817 132702.714 64.65483 -17.06472  9.042  2.16  1.97
 638 20140817 132727.582 64.65263 -17.07086 10.900  2.25  1.77
 639 20140817 132803.951 64.65896 -17.07288  8.830  2.09  1.59
 640 20140817 132822.779 64.65498 -17.07779 10.215  2.50  2.17
 641 20140817 132924.299 64.65408 -17.06530  9.415  3.31  2.85
 642 20140817 133029.573 64.65547 -17.06526 10.141  2.63  2.17
 643 20140817 133152.996 64.65288 -17.06840 10.101  2.73  2.32
 644 20140817 133409.204 64.65459 -17.07261  9.531  2.86  2.42
 645 20140817 133832.369 64.65287 -17.06378  4.246  2.62  2.18
 646 20140817 133927.402 64.64477 -17.07322  9.937  1.44  1.22
 647 20140817 134037.341 64.66027 -17.06308 10.078  1.83  1.50
 648 20140817 134141.167 64.65343 -17.07638  7.815  1.88  1.59
 649 20140817 134403.669 64.78617 -17.16680  8.308  2.45  2.39
 650 20140817 134452.318 64.65759 -17.06401 11.065  1.98  1.71
 651 20140817 134532.132 64.65345 -17.08155 10.549  1.94  1.51
 652 20140817 134623.567 64.65759 -17.08286  9.951  1.80  1.60
 653 20140817 134651.596 64.65693 -17.08056 10.578  2.11  1.66
 654 20140817 134738.286 64.65763 -17.06986 10.076  2.23  1.87
 655 20140817 134800.310 64.65555 -17.08588 12.717  2.05  1.66
 656 20140817 134859.111 64.65763 -17.06706 10.188  2.32  1.93
 657 20140817 135212.834 64.65634 -17.06907  8.394  2.35  1.77
 658 20140817 135320.763 64.65527 -17.06647  9.826  1.74  1.57
 659 20140817 135358.533 64.65727 -17.07037  8.547  1.80  1.54
 660 20140817 135459.062 64.65881 -17.07053  8.319  1.59  1.29
 661 20140817 135541.277 64.65981 -17.08906 13.419  1.74  1.40
 662 20140817 135601.099 64.65754 -17.06676  7.416  1.85  1.56
 663 20140817 135640.925 64.65649 -17.06829  9.479  1.88  1.55
 664 20140817 135738.090 64.65887 -17.06210 10.707  1.70  1.51
 665 20140817 135914.097 64.66260 -17.05396  9.950  1.66  1.49
 666 20140817 140003.291 64.65777 -17.06665 11.079  2.17  1.72
 667 20140817 140106.944 64.65050 -17.09873 11.223  1.80  1.59
 668 20140817 140253.813 64.65692 -17.06420  8.736  1.89  1.59
 669 20140817 140346.509 64.65807 -17.06832  8.560  2.11  1.62
 670 20140817 140927.512 64.65746 -17.05988  9.966  1.95  1.72
 671 20140817 141157.150 64.65986 -17.05978  4.835  1.53  1.27
 672 20140817 141606.613 64.64948 -17.09726  9.151  2.21  1.68
 673 20140817 141646.889 64.66186 -17.05322  9.855  1.65  1.55
 674 20140817 142016.530 64.65958 -17.05662 11.778  1.70  1.55
 675 20140817 142356.099 64.65891 -17.05853  8.372  2.10  1.88
 676 20140817 142552.871 64.63042 -17.15508  9.228  2.07  1.74
 677 20140817 142641.315 64.65933 -17.06001  4.705  2.01  1.77
 678 20140817 142836.747 64.65397 -17.09085  9.592  1.72  1.60
 679 20140817 143117.166 64.65920 -17.07922  8.062  1.89  1.46
 680 20140817 143604.283 64.65868 -17.06353 11.772  2.23  1.95
 681 20140817 143907.422 64.64127 -17.12715  6.536  2.17  1.82
 682 20140817 144306.450 64.77273 -17.22934  6.761  2.51  2.28
 683 20140817 144501.053 64.65387 -17.09943 10.790  1.43  1.14
 684 20140817 144538.152 64.65219 -17.09443 11.565  1.57  1.28
 685 20140817 144550.906 64.66225 -17.06044 10.339  1.82  1.51
 686 20140817 145118.921 64.65874 -17.07808 11.564  2.01  1.67
 687 20140817 145436.894 64.66464 -17.05807 11.134  1.66  1.33
 688 20140817 145730.753 64.66036 -17.07534  9.738  1.51  1.33
 689 20140817 150126.550 64.65185 -17.09618 10.634  2.22  1.70
 690 20140817 150248.345 64.65311 -17.07554 10.064  1.35  1.12
 691 20140817 150836.634 64.65860 -17.05642 11.696  1.54  1.47
 692 20140817 151350.004 64.65199 -17.10048 10.025  2.09  1.83
 693 20140817 151434.638 64.64596 -17.09084 10.808  2.09  1.76
 694 20140817 151534.021 64.64104 -17.12817 10.226  1.85  1.49
 695 20140817 152752.286 64.64968 -17.09711 10.738  2.14  1.68
 696 20140817 153726.551 64.78708 -17.15701  8.465  2.13  1.85
 697 20140817 154442.657 64.61321 -17.21348 12.078  1.88  1.75
 698 20140817 154959.917 64.64857 -17.09028 11.408  1.71  1.51
 699 20140817 155121.995 64.65753 -17.07953  9.319  1.70  1.41
 700 20140817 155356.916 64.66033 -17.06420 10.167  2.03  1.61
 701 20140817 155707.219 64.64342 -17.12296 12.000  1.76  1.64
 702 20140817 155902.243 64.65856 -17.05756  9.288  2.02  1.74
 703 20140817 160244.088 64.65067 -17.09558  9.043  1.66  1.58
 704 20140817 160500.706 64.62418 -17.17537  9.447  1.60  1.44
 705 20140817 160856.311 64.65001 -17.09262 10.282  1.88  1.10
 706 20140817 160950.756 64.66483 -17.05693  8.414  1.56  1.33
 707 20140817 161843.054 64.64228 -17.12542 12.063  2.01  1.86
 708 20140817 162026.139 64.64996 -17.09917 12.105  2.05  1.44
 709 20140817 162108.102 64.76871 -17.12663  8.826  2.55  2.30
 710 20140817 162529.415 64.60775 -17.21797  9.955  1.60  1.39
 711 20140817 162729.454 64.65095 -17.07090 10.222  2.10  1.94
 712 20140817 163152.295 63.54711 -19.10665  0.135  0.98  0.42
 713 20140817 163641.925 64.64487 -17.09480  9.515  1.52  1.15
 714 20140817 164013.144 64.64644 -17.09605 11.134  1.88  1.75
 715 20140817 164126.599 64.63380 -17.15880  9.952  2.31  1.85
 716 20140817 164644.205 64.64764 -17.07353  8.740  1.80  1.51
 717 20140817 164720.799 64.65514 -17.04390  8.090  1.93  1.69
 718 20140817 164916.659 64.78746 -17.14238  9.636  1.85  1.84
 719 20140817 165911.263 64.63907 -17.10485 10.069  1.62  1.21
 720 20140817 170012.687 64.64581 -17.09073  9.138  1.90  1.20
 721 20140817 170200.074 64.65425 -17.06532  8.718  1.92  1.84
 722 20140817 171014.464 64.63928 -17.10411  9.283  1.37  1.06
 723 20140817 171232.508 64.63861 -17.11922  6.794  1.85  1.49
 724 20140817 171513.317 64.63981 -17.11046 10.689  1.50  1.18
 725 20140817 171813.357 64.64932 -17.09172  9.539  2.33  1.96
 726 20140817 171919.007 64.66582 -17.07816  2.559  1.50  1.24
 727 20140817 172235.819 64.64208 -17.12643 10.380  1.82  1.63
 728 20140817 172655.893 64.64252 -17.13247 10.256  1.87  1.72
 729 20140817 172836.856 64.63962 -17.13999  9.972  1.72  1.47
 730 20140817 173357.294 64.65561 -17.07764 11.662  1.60  1.35
 731 20140817 173430.655 63.64899 -19.32088  0.135  1.13  1.45
 732 20140817 173855.953 64.64679 -17.10513 10.539  1.58  1.35
 733 20140817 174244.185 64.65398 -17.09947 10.048  1.92  1.52
 734 20140817 174524.599 64.63861 -17.12820 12.742  2.07  1.49
 735 20140817 174935.248 64.65089 -17.09426 12.239  2.08  1.67
 736 20140817 175001.847 64.65347 -17.07459  9.716  1.71  1.21
 737 20140817 175450.896 64.64463 -16.85319  7.944  2.43  2.22
 738 20140817 175523.084 64.65682 -17.07861  9.206  1.66  1.43
 739 20140817 175601.303 64.62019 -17.18440  8.597  1.79  1.72
 740 20140817 175655.743 64.64691 -17.09980  9.619  1.45  1.03
 741 20140817 175815.066 64.64593 -17.39975  4.662  2.41  1.90
 742 20140817 180823.045 64.77746 -17.21786  8.329  1.57  1.38
 743 20140817 180927.086 64.64528 -17.11301 12.500  1.39  1.11
 744 20140817 181503.141 64.77510 -17.21275  5.066  3.24  2.94
 745 20140817 182320.702 64.64765 -17.11908 12.835  1.54  1.22
 746 20140817 182610.559 64.75273 -17.26483  7.502  1.80  1.66
 747 20140817 182823.584 64.64606 -17.11230 11.776  1.66  1.94
 748 20140817 182834.076 64.77179 -17.21451  6.229  2.01  1.92
 749 20140817 183101.540 64.77441 -17.21844  7.063  2.38  2.18
 750 20140817 183201.556 64.77784 -17.22053  7.096  1.86  1.84
 751 20140817 183823.171 64.67453 -17.01297  8.710  1.45  1.02
 752 20140817 185042.366 64.67362 -17.02562 12.605  1.66  1.50
 753 20140817 185120.403 64.78407 -17.22446  6.712  1.56  1.16
 754 20140817 185733.471 64.78542 -17.22013  6.902  2.99  2.44
 755 20140817 190107.467 64.77434 -17.20188  7.168  1.41  1.08
 756 20140817 190816.674 64.65041 -16.73398  2.492  2.41  2.27
 757 20140817 191041.244 64.76827 -17.30347  6.861  1.35  0.80
 758 20140817 191223.624 64.64529 -16.72305  7.621  2.40  2.32
 759 20140817 191440.187 66.19491 -16.82666  9.564  0.46  0.73
 760 20140817 191749.589 64.62604 -16.90928  8.955  1.90  1.73
 761 20140817 192705.955 64.62740 -17.15087  9.548  1.30  1.27
 762 20140817 192933.341 64.63196 -17.13968 11.071  1.43  1.19
 763 20140817 193252.254 64.63605 -17.12152  9.562  1.67  1.58
 764 20140817 193729.680 64.62579 -16.89349  6.859  1.87  1.59
 765 20140817 194424.316 64.62366 -16.84910  3.595  1.26  1.08
 766 20140817 194830.166 64.65206 -17.07126 10.357  2.10  1.76
 767 20140817 201343.983 64.64485 -17.08995 10.404  1.91  1.54
 768 20140817 201906.697 64.62720 -17.15908 10.592  1.78  1.50
 769 20140817 202106.322 64.64394 -17.13408 11.072  1.81  1.62
 770 20140817 202444.501 63.89812 -19.11375  0.672  0.64  1.06
 771 20140817 202745.773 64.66034 -17.10000  7.338  1.95  1.75
 772 20140817 203140.248 64.64214 -17.15569 10.669  1.34  1.14
 773 20140817 203334.916 64.65765 -17.07403  3.471  1.95  1.33
 774 20140817 203654.485 64.67020 -17.00958  8.556  1.73  1.49
 775 20140817 203917.904 64.62668 -16.92455 12.792  1.23  1.17
 776 20140817 204112.452 64.64066 -17.12674 11.727  1.39  1.09
 777 20140817 204557.517 64.65794 -17.09189  9.924  1.54  1.37
 778 20140817 204906.226 64.63309 -17.15737 12.107  1.75  1.66
 779 20140817 205419.142 64.62428 -17.17501  9.204  1.30  1.00
 780 20140817 205706.796 64.65617 -17.07805 10.063  2.25  1.61
 781 20140817 210550.020 64.65665 -17.07441  9.558  1.53  1.30
 782 20140817 210724.703 64.65134 -17.09340  9.881  1.40  1.01
 783 20140817 211111.027 64.62545 -17.18054 10.154  1.58  1.10
 784 20140817 211159.903 64.65577 -17.07562  9.058  1.88  1.36
 785 20140817 213558.984 64.61650 -17.19449  7.962  1.82  1.44
 786 20140817 213712.819 64.65104 -17.09757 10.865  1.91  1.35
 787 20140817 213813.796 64.64749 -17.52729  9.356  2.05  1.49
 788 20140817 214206.674 64.66500 -17.06976  3.033  1.80  1.27
 789 20140817 214422.320 64.60706 -17.19714  9.368  2.07  1.92
 790 20140817 215037.706 64.63451 -17.12823 11.922  1.32  1.11
 791 20140817 215822.024 64.64265 -17.12269 11.414  1.04  0.79
 792 20140817 220401.891 64.75194 -17.17298  7.351  1.31  1.11
 793 20140817 221617.792 64.62327 -17.18087  4.095  1.21  1.03
 794 20140817 223312.442 64.66988 -17.42845  9.624  1.77  1.36
